acdc_name,RV,Myo,LV
patient001_frame12,0.5369600805943836,0.4143724527988023,0.8175562764179691
patient002_frame12,0.0507426622130623,0.4295073598230239,0.7680703331834757
patient003_frame15,0.6211990075587098,0.3291966035271064,0.8079111857449389
patient004_frame15,0.2718415588564127,0.4587715607909129,0.8255151437261706
patient005_frame13,0.536008658729498,0.2619942848548653,0.7065360553177478
patient006_frame16,0.0356062689029419,0.0657316900410823,0.0923595979475644
patient007_frame07,0.5361906844522195,0.489402697495183,0.8593417594794144
patient008_frame13,0.2764353373284361,0.5314051638530288,0.8585294831351614
patient009_frame13,0.151216073316884,0.4811594202898551,0.8697139044123781
patient010_frame13,0.0,0.2941233420466647,0.5085520025496654
patient011_frame08,0.5395968626128026,0.2871036763275627,0.7032498085129664
patient012_frame13,0.1260288065843621,0.2959809264305177,0.6869014770329492
patient013_frame14,0.5313521545319465,0.4597916551838174,0.7833309465845625
patient014_frame13,0.5147270585155125,0.3241814114297335,0.7870488710364555
patient015_frame10,0.3264384648239673,0.4479530529551488,0.8517422549670873
patient016_frame12,0.2567489474118715,0.540846692905827,0.8710833775889538
patient017_frame09,0.7168316831683168,0.4185922026942635,0.8820715817252185
patient018_frame10,0.4501750490991376,0.4723083035359555,0.8537612104203526
patient019_frame11,0.5354956503060896,0.4456850124786549,0.754874966997322
patient020_frame11,0.0,0.0504366154772658,0.1297063903281519
patient021_frame13,0.0,0.6228904571954588,0.6288990052267746
patient022_frame11,0.32808398950131235,0.478623914495658,0.7204234122042341
patient023_frame09,0.14697802197802198,0.0038025491162594184,0.0
patient024_frame09,0.0,0.5240691989469726,0.4780232834402471
patient025_frame09,0.001201923076923077,0.42872646026172995,0.6645413708158238
patient026_frame12,0.2643031168612955,0.4613254203758655,0.7490628445424476
patient027_frame11,0.0,0.5527368421052632,0.5348353552859618
patient028_frame09,0.17908155429273537,0.1061184291517912,0.1842841163310962
patient029_frame12,0.0,0.22476686780032912,0.27773561997268176
patient030_frame12,0.0,0.35621906434615996,0.3886255924170616
patient031_frame10,0.15303083052879965,0.5663437092008521,0.7028433376695782
patient032_frame12,0.138814570899362,0.2947351020745516,0.3673469387755102
patient033_frame14,0.1809274239489575,0.3435178696566223,0.33080194410692587
patient034_frame16,0.0,0.27605517809347335,0.24131411013944695
patient035_frame11,0.05902858470834302,0.06952683128707408,0.05855161787365177
patient036_frame12,0.5209302325581395,0.4606610119918105,0.7354085603112841
patient037_frame12,0.0,0.00033478406427854036,0.0
patient038_frame11,0.5628337599140519,0.3983058883024116,0.6266498591131544
patient039_frame10,0.0,0.018431087706555292,0.0
patient040_frame13,0.210120304894848,0.5104010293802274,0.6462288092579433
patient041_frame11,0.048669201520912544,0.175787728026534,0.447079750963534
patient042_frame16,0.4737839545167404,0.4018856806128462,0.7679924242424242
patient043_frame07,0.11456135061802834,0.20752917003008733,0.2700944219630247
patient044_frame11,0.20899427636958298,0.3569201247301511,0.46474728087012157
patient045_frame13,0.35380602323926963,0.29436747197660657,0.6415039347129117
patient046_frame10,0.38255095453287835,0.5660286698166093,0.83359375
patient047_frame09,0.06788270607250058,0.19955297273133663,0.4175952103775154
patient048_frame08,0.20871021775544388,0.3662871979229079,0.5482459507177401
patient049_frame11,0.023529411764705882,0.09912663755458516,0.14876502318538848
patient050_frame12,0.2676518883415435,0.23113658070678128,0.6188201191690376
patient051_frame11,0.2741469057258531,0.024966442953020133,0.17631264916467781
patient052_frame09,0.0006697923643670462,0.5363928407526388,0.7648690292758089
patient053_frame12,0.20082405005341064,0.4173103375304201,0.6897025620889369
patient054_frame12,0.20445736434108527,0.4296281487405038,0.7516526337763552
patient055_frame10,0.4751297304138717,0.2812155912794539,0.6454227590591227
patient056_frame12,0.006900800985828712,0.4158790170132325,0.646511968377132
patient057_frame09,0.0,0.06911610703861322,0.0
patient058_frame14,0.3646481178396072,0.23896992616603638,0.38309771632748174
patient059_frame09,0.39639022161297693,0.2914592484138604,0.6899376973628062
patient060_frame14,0.06411089452025125,0.027227031555431443,0.15858020109319118
patient061_frame10,0.3288481141692151,0.30912329309321196,0.6286585365853659
patient062_frame09,0.49967005411112575,0.4039345319680722,0.5381359448916923
patient063_frame16,0.19387509042681456,0.04508002651766266,0.19665709062418385
patient064_frame12,0.48205483006140276,0.2724874070520509,0.564426110167435
patient065_frame14,0.20128312412831242,0.012207527975584944,0.0
patient066_frame11,0.4570582428430405,0.2451833880405309,0.45220205756559934
patient067_frame10,0.035547430428600445,0.6213891593638429,0.8219217909579881
patient068_frame12,0.3453870211102424,0.11784037558685447,0.30016623129897885
patient069_frame12,0.1643546686136124,0.0,0.0
patient070_frame10,0.2408525754884547,0.517877305231464,0.8161312371838687
patient071_frame09,0.4342629482071713,0.4653271257044842,0.7087618799635464
patient072_frame11,0.21549421193232413,0.1498670090800697,0.40837178642056693
patient073_frame10,0.19002961500493584,0.25181918412348403,0.4383071726604411
patient074_frame12,0.25987453531598514,0.3322898550724638,0.29476584022038566
patient075_frame06,0.07528080253794049,0.07124981598704548,0.07434461488515542
patient076_frame12,0.25636553889082664,0.34611829944547134,0.29292929292929293
patient077_frame09,0.29161033231338507,0.27284460505937014,0.3705150109836466
patient078_frame09,0.3872805564756542,0.2708926261319534,0.5724061810154525
patient079_frame11,0.5818019824033857,0.22270887251974253,0.5
patient080_frame10,0.49914156391446857,0.40389294403892945,0.7072303437376531
patient081_frame07,0.14950185027042415,0.05229340288822444,0.21683881994501003
patient082_frame07,0.3683597164222589,0.3180377358490566,0.4981235926945209
patient083_frame08,0.0,0.40329768270944744,0.7537429013939081
patient084_frame10,0.41273192318622876,0.3201035375323555,0.1485178463399879
patient085_frame09,0.6115822130299896,0.33018437683236695,0.43937252685132844
patient086_frame08,0.4741616961555812,0.5031982942430704,0.6558956916099773
patient087_frame10,0.45382922025257794,0.29851994313905844,0.7070576861102159
patient088_frame12,0.4765930466025573,0.21798109107992247,0.41696004898209094
patient089_frame10,0.0,0.6450945626477541,0.7905138339920948
patient090_frame11,0.5396930734135214,0.15490116982654295,0.2354480052321779
patient091_frame09,0.5831987075928917,0.335316387236344,0.5647536820721178
patient092_frame06,0.39687803762364915,0.4225559753063669,0.6577642121327737
patient093_frame14,0.582640634061473,0.2506539122636574,0.43243243243243246
patient094_frame07,0.2700350752564046,0.0,0.0
patient095_frame12,0.7064050972501676,0.3978858923973438,0.703899416909621
patient096_frame08,0.2233817515160062,0.49945502340193626,0.6212327729819779
patient097_frame11,0.41737642992053026,0.0,0.0
patient098_frame09,0.22831907259177478,0.5935698231212743,0.6570518195539158
patient099_frame09,0.449553208773355,0.2664654847227461,0.5657483096175194
patient100_frame13,0.0,0.4703183778328287,0.23980222496909764
patient101_frame14,0.20388263451821648,0.15749951864450293,0.5467195435886733
patient102_frame13,0.1308693630869363,0.0,0.0
patient103_frame11,0.023874818519115985,0.019922911348050257,0.11316010058675607
patient104_frame11,0.09950662165671255,0.008767288942634722,0.0
patient105_frame10,0.0,0.03594663138162973,0.0
patient106_frame13,0.4659847764034253,0.18955407063957452,0.6764110100488541
patient107_frame10,0.2977717144156435,0.10907982937233394,0.223665516541506
patient108_frame09,0.1015884411738311,0.014817347694762638,0.0
patient109_frame10,0.4365126803859619,0.5124321234638468,0.7731146486573404
patient110_frame11,0.30677191524719566,0.0009169054441260745,0.0
patient111_frame07,0.06920446774561204,0.7087287338633838,0.708171206225681
patient112_frame12,0.0,0.6082722061271035,0.768936809062372
patient113_frame08,0.24092409240924093,0.30834702105420336,0.6300518134715026
patient114_frame11,0.0,0.14508663417031908,0.2850828729281768
patient115_frame13,0.5639290012033694,0.4153663655443015,0.8456184751660867
patient116_frame09,0.028840562856146064,0.01877153380064156,0.0
patient117_frame13,0.0,0.21282511730290216,0.6925484404121391
patient118_frame10,0.390218657006081,0.2719614921780987,0.6435057244374259
patient119_frame09,0.5385185185185185,0.20021299254526093,0.4301878252998416
patient120_frame08,0.03337612323491656,0.12863070539419086,0.44197563913800025
patient121_frame10,0.5990675990675991,0.4743190134164521,0.7730511768516519
patient122_frame06,0.21999472434713796,0.33964817320703655,0.7332017155694738
patient123_frame11,0.25622202327663385,0.16557474687313878,0.13910186199342825
patient124_frame07,0.4107497327836311,0.10090485330408555,0.14450984371828698
patient125_frame07,0.30371845234892103,0.048405597614131685,0.011306805827353772
patient126_frame07,0.21338524286243976,0.008063265622577144,0.0
patient127_frame07,0.4289860499953188,0.3908613107368873,0.7265892758430071
patient128_frame11,0.4134630230044774,0.2620745324902462,0.5275849470222872
patient129_frame08,0.10695764909248055,0.10522421583912481,0.3057960680452277
patient130_frame11,0.5152123304166332,0.3889338294774308,0.6879828326180257
patient131_frame09,0.6343104719764012,0.4074928485743287,0.863549839825433
